,Countries,Total Cases,Todays Cases,Total Deaths
3                       USA      26,892       +2,685          348
4                     Spain      25,496                     1,381
5                   Germany      22,364                        84
..                      ...         ...          ...          ...
185  St. Vincent Grenadines           1                          
186            Sint Maarten           1                          
187                 Somalia           1                          
188             Timor-Leste           1                          
189                  Uganda           1                          

[189 rows x 4 columns]
Coronavirus Update (Live): 308,592 Cases and 13,069 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

308,592        



Deaths:

13,069



Recovered:

95,829



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      26,892       +2,685          348
4                     Spain      25,496                     1,381
5                   Germany      22,364                        84
..                      ...         ...          ...          ...
185  St. Vincent Grenadines           1                          
186            Sint Maarten           1                          
187                 Somalia           1                          
188             Timor-Leste           1                          
189                  Uganda           1                          

[189 rows x 4 columns]
Coronavirus Update (Live): 308,592 Cases and 13,069 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

308,592        



Deaths:

13,069



Recovered:

95,829



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      26,892       +2,685          348
4                     Spain      25,496                     1,381
5                   Germany      22,364                        84
..                      ...         ...          ...          ...
185  St. Vincent Grenadines           1                          
186            Sint Maarten           1                          
187                 Somalia           1                          
188             Timor-Leste           1                          
189                  Uganda           1                          

[189 rows x 4 columns]
Coronavirus Update (Live): 308,592 Cases and 13,069 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

308,592        



Deaths:

13,069



Recovered:

95,829



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      53,578                     4,825
3                       USA      26,892       +2,685          348
4                     Spain      25,496                     1,381
5                   Germany      22,364                        84
..                      ...         ...          ...          ...
185  St. Vincent Grenadines           1                          
